cell_id,elev,t4_pm20_majority,t2_pm20_majority,t4_pm10_majority,t0_p0_majority,t2_pm10_majority,t4_p0_majority,t0_pm10_majority,t0_pm20_majority,t2_p0_majority
"UG_23408",92,2,2,2,2,2,2,2,2,2
"UG_23409",121,2,2,2,2,2,2,2,2,2
"UG_23409",121,2,2,2,2,2,2,2,2,2
"UG_23409",121,2,2,2,2,2,2,2,2,2
"UG_23410",94,2,2,2,2,2,2,2,2,2
"UG_23411",39,2,2,2,2,2,2,2,2,2
"UG_23553",105,2,2,4,4,4,4,4,2,4
"UG_23553",105,2,2,4,4,4,4,4,2,4
"UG_23554",166,6,6,4,4,4,4,4,2,4
"UG_23554",166,6,6,4,4,4,4,4,2,4
"UG_23554",166,6,6,4,4,4,4,4,2,4
"UG_23555",131,6,6,4,4,4,4,4,6,4
"UG_23556",203,6,6,6,6,6,6,6,6,6
"UG_23556",203,6,6,6,6,6,6,6,6,6
"UG_23556",203,6,6,6,6,6,6,6,6,6
"UG_23556",203,6,6,6,6,6,6,6,6,6
"UG_23557",153,4,4,4,4,4,4,4,2,4
"UG_23557",153,4,4,4,4,4,4,4,2,4
"UG_23557",153,4,4,4,4,4,4,4,2,4
"UG_23558",135,2,2,4,4,4,4,4,2,4
"UG_23558",135,2,2,4,4,4,4,4,2,4
"UG_23559",178,2,2,4,4,4,4,4,2,4
"UG_23559",178,2,2,4,4,4,4,4,2,4
"UG_23559",178,2,2,4,4,4,4,4,2,4
"UG_23560",134,4,4,4,4,4,4,4,2,4
"UG_23560",134,4,4,4,4,4,4,4,2,4
"UG_23560",134,4,4,4,4,4,4,4,2,4
"UG_23560",134,4,4,4,4,4,4,4,2,4
"UG_23529",202,6,6,4,4,4,4,4,2,4
"UG_23529",202,6,6,4,4,4,4,4,2,4
"UG_23529",202,6,6,4,4,4,4,4,2,4
"UG_23530",93,4,4,4,4,4,4,4,2,4
"UG_23530",93,4,4,4,4,4,4,4,2,4
"UG_23531",118,2,2,2,2,2,2,2,2,2
"UG_23531",118,2,2,2,2,2,2,2,2,2
"UG_23532",101,5,5,5,5,5,5,5,5,5
"UG_23533",100,2,2,2,2,2,2,2,2,2
"UG_23534",140,2,2,2,2,2,2,2,2,2
"UG_23393",137,4,4,4,4,4,4,4,4,4
"UG_23394",141,2,2,2,2,2,2,2,2,2
"UG_23395",123,2,2,2,2,2,2,2,2,2
"UG_23396",132,5,5,5,5,5,5,5,5,5
"UG_23397",89,2,2,2,2,2,2,2,2,2
"UG_23398",119,2,2,2,2,2,2,2,2,2
"UG_23399",171,2,2,2,2,2,2,2,2,2
"UG_23400",228,2,2,2,2,2,2,2,2,2
"UG_23401",184,2,2,2,2,2,2,2,2,2
"UG_23402",131,2,2,2,2,2,2,2,2,2
"UG_23546",49,2,2,2,2,2,2,2,2,2
"UG_23546",49,2,2,2,2,2,2,2,2,2
"UG_23547",63,2,2,2,2,2,2,2,2,2
"UG_23548",156,2,2,4,4,4,4,4,2,4
"UG_23548",156,2,2,4,4,4,4,4,2,4
"UG_23549",109,2,2,2,2,2,2,2,2,2
"UG_23549",109,2,2,2,2,2,2,2,2,2
"UG_23550",145,6,4,4,4,4,4,4,2,4
"UG_23550",145,6,4,4,4,4,4,4,2,4
"UG_23550",145,6,4,4,4,4,4,4,2,4
"UG_23551",190,6,6,6,6,6,6,6,6,6
"UG_23551",190,6,6,6,6,6,6,6,6,6
"UG_23551",190,6,6,6,6,6,6,6,6,6
"UG_23552",47,2,2,2,2,2,2,2,2,2
"UG_23552",47,2,2,2,2,2,2,2,2,2
"UG_23520",64,2,2,2,2,2,2,2,2,2
"UG_23520",64,2,2,2,2,2,2,2,2,2
"UG_23521",203,4,2,4,4,4,4,4,2,4
"UG_23522",110,4,2,4,4,4,4,4,2,4
"UG_23523",153,2,2,4,4,4,4,4,2,4
"UG_23524",180,2,2,4,4,4,4,5,2,4
"UG_23525",141,2,2,2,2,2,2,2,2,2
"UG_23526",130,4,4,4,4,4,4,4,4,4
"UG_23527",197,2,4,4,4,4,4,4,4,4
"UG_23528",271,2,4,4,4,4,4,4,4,4
"UG_23385",334,6,4,4,4,4,4,4,4,4
"UG_23386",282,4,4,4,4,4,4,4,4,4
"UG_23387",358,4,4,4,4,4,4,4,4,4
"UG_23388",320,4,4,4,4,4,4,4,4,4
"UG_23389",292,4,4,4,4,4,4,4,4,4
"UG_23390",251,2,2,2,2,2,2,2,2,2
"UG_23391",165,2,2,2,2,2,2,2,2,2
"UG_23392",69,2,2,2,2,2,2,2,2,2
"UG_22601",66,2,2,2,2,2,4,2,2,2
"UG_23541",58,6,6,6,6,6,6,6,6,6
"UG_23542",207,2,2,4,4,4,4,2,2,4
"UG_23543",150,2,2,2,2,2,6,2,2,2
"UG_23543",150,2,2,2,2,2,6,2,2,2
"UG_23544",272,6,6,6,6,6,6,6,6,6
"UG_23545",99,2,2,2,2,2,2,2,2,2
"UG_23512",27,2,2,2,2,2,2,2,2,2
"UG_23512",27,2,2,2,2,2,2,2,2,2
"UG_23513",54,2,2,2,2,2,2,2,2,2
"UG_23514",113,2,2,2,2,2,2,2,2,2
"UG_23515",229,2,2,4,4,4,4,2,2,4
"UG_23516",296,2,2,4,4,4,4,2,2,4
"UG_23517",269,2,2,4,4,4,4,4,2,4
"UG_23518",263,4,4,4,4,4,4,4,4,4
"UG_23519",325,4,4,4,4,4,4,4,4,4
"UG_23378",361,4,4,4,4,4,4,4,4,4
"UG_23379",414,4,4,4,4,4,4,4,4,4
"UG_23380",319,4,4,4,4,4,4,4,4,4
"UG_23381",240,2,4,4,4,4,4,4,4,4
"UG_23382",160,2,2,2,2,2,2,2,2,2
"UG_23383",122,2,2,2,2,2,2,2,2,2
"UG_23384",103,2,2,2,2,2,2,2,2,2
"UG_22597",148,2,2,4,2,2,4,2,2,2
"UG_22598",141,2,2,2,2,2,4,2,2,2
"UG_22599",106,2,2,4,2,2,4,2,2,2
"UG_22600",47,2,2,2,2,2,4,2,2,2
"UG_23538",139,2,2,2,2,2,2,2,2,2
"UG_23539",106,2,2,2,2,2,2,2,2,2
"UG_23540",145,2,2,2,2,2,2,2,2,2
"UG_23504",121,2,2,2,2,2,2,2,2,2
"UG_23505",87,2,2,2,2,2,2,2,2,2
"UG_23506",199,4,2,4,4,4,4,4,2,4
"UG_23507",245,2,2,4,4,4,4,4,2,4
"UG_23508",344,2,2,4,4,4,4,2,2,4
"UG_23509",306,2,2,4,4,4,4,4,2,4
"UG_23510",390,2,2,2,2,2,2,2,2,2
"UG_23511",370,2,2,2,2,2,2,2,2,2
"UG_23371",414,2,2,2,2,2,2,2,2,2
"UG_23372",434,2,2,2,2,2,2,2,2,2
"UG_23373",323,2,2,4,4,4,4,4,2,4
"UG_23374",261,4,4,4,4,4,4,4,4,4
"UG_23375",206,4,4,4,4,4,4,4,4,4
"UG_23376",203,4,4,4,4,4,4,4,4,4
"UG_23377",270,4,4,4,4,4,4,4,4,4
"UG_22592",379,4,4,4,4,4,4,4,4,4
"UG_22593",332,4,4,4,4,4,4,4,4,4
"UG_22594",140,2,2,4,2,2,4,2,2,2
"UG_22595",111,2,2,4,2,2,4,2,2,2
"UG_22596",32,2,2,4,2,2,4,2,2,2
"UG_23869",56,2,2,2,2,2,2,2,2,2
"UG_23870",92,2,2,2,2,2,2,2,2,2
"UG_23871",91,2,2,2,2,2,2,2,2,2
"UG_23871",91,2,2,2,2,2,2,2,2,2
"UG_23493",139,2,2,4,4,4,4,4,2,4
"UG_23494",278,2,2,4,4,4,4,4,2,4
"UG_23495",315,2,2,4,4,4,4,4,2,4
"UG_23496",337,2,2,4,4,4,4,2,2,4
"UG_23497",360,2,2,4,4,4,4,2,2,4
"UG_23498",238,2,2,4,4,4,4,4,2,4
"UG_23499",194,2,2,4,4,4,4,4,2,4
"UG_23500",293,2,2,4,4,4,4,4,2,4
"UG_23501",169,2,2,4,4,4,4,4,2,4
"UG_23502",273,2,2,4,4,4,4,2,2,4
"UG_23503",273,2,4,4,4,4,4,4,2,4
"UG_23369",330,2,2,4,4,4,4,4,2,4
"UG_23370",286,2,2,4,4,4,4,4,2,4
"UG_22585",338,4,4,4,4,4,4,4,2,4
"UG_22586",314,4,6,4,4,4,4,4,4,4
"UG_22587",255,4,4,4,4,4,4,4,4,4
"UG_22588",231,2,2,4,2,2,4,2,2,2
"UG_22589",172,2,2,4,2,2,4,2,2,2
"UG_22590",96,2,2,4,2,2,4,2,2,2
"UG_22591",20,4,4,4,4,4,4,4,4,4
"UG_11596",103,2,2,2,2,2,2,2,2,2
"UG_11597",105,2,2,2,2,2,2,2,2,2
"UG_23862",81,2,2,2,2,2,4,2,2,2
"UG_23863",108,2,2,2,2,2,4,2,2,2
"UG_23864",116,2,2,2,2,2,2,2,2,2
"UG_23865",39,2,2,2,2,2,2,2,2,2
"UG_23866",91,2,2,2,2,2,2,2,2,2
"UG_23867",254,2,4,4,4,4,4,4,2,4
"UG_23868",224,6,4,4,4,4,4,4,2,4
"UG_23481",178,2,2,4,4,4,4,4,2,4
"UG_23482",169,2,2,4,4,4,4,2,2,4
"UG_23483",181,2,2,4,4,4,4,4,2,4
"UG_23484",354,2,2,4,4,4,4,4,2,4
"UG_23485",221,2,2,4,4,4,4,4,2,4
"UG_23486",174,2,4,4,4,4,4,4,2,4
"UG_23487",192,2,4,4,4,4,4,4,2,4
"UG_23488",114,2,2,2,2,2,2,2,2,2
"UG_23489",53,2,2,2,2,2,2,2,2,2
"UG_23490",77,2,2,2,2,2,2,2,2,2
"UG_23491",113,2,2,4,4,4,4,4,2,4
"UG_23492",129,2,2,4,4,4,4,4,2,4
"UG_22636",110,2,2,2,2,2,4,2,2,2
"UG_22637",169,2,2,2,2,2,4,2,2,4
"UG_22638",293,2,4,4,4,4,4,4,2,4
"UG_22579",245,4,4,4,4,4,4,4,4,4
"UG_22580",165,2,2,4,2,2,4,2,2,2
"UG_22581",151,2,2,4,2,2,4,2,2,2
"UG_22582",145,2,2,4,2,2,4,2,2,2
"UG_22583",78,2,2,4,2,2,4,2,2,2
"UG_22584",42,4,4,4,4,4,4,4,4,4
"UG_23852",63,2,2,2,2,2,4,2,2,2
"UG_23853",147,2,2,2,2,2,4,2,2,2
"UG_23854",186,2,2,2,2,2,2,2,2,2
"UG_23855",202,2,2,2,2,2,2,2,2,2
"UG_23856",214,2,2,2,2,2,2,2,2,2
"UG_23857",58,2,2,2,2,2,2,2,2,2
"UG_23858",107,2,2,2,2,2,2,2,2,2
"UG_23859",139,2,2,2,2,2,2,2,2,2
"UG_23860",234,2,2,4,4,4,4,4,2,4
"UG_23861",188,2,2,2,2,2,2,2,2,2
"UG_23470",77,2,2,2,2,2,2,2,2,2
"UG_23470",77,2,2,2,2,2,2,2,2,2
"UG_23471",89,2,2,2,2,2,2,2,2,2
"UG_23472",106,2,4,4,4,4,4,4,2,4
"UG_23473",61,2,2,2,2,2,2,2,2,2
"UG_23474",93,2,2,4,4,4,4,2,2,4
"UG_23475",158,2,2,4,4,4,4,4,2,4
"UG_23476",99,2,2,4,4,4,4,4,2,4
"UG_23477",81,2,2,2,2,2,2,2,2,2
"UG_23478",109,2,2,4,4,4,4,4,2,4
"UG_23479",89,2,2,2,4,6,4,2,2,4
"UG_23479",89,2,2,2,4,6,4,2,2,4
"UG_23480",7,6,6,6,6,6,6,6,6,6
"UG_23480",7,6,6,6,6,6,6,6,6,6
"UG_22631",8,2,2,2,6,2,6,2,2,6
"UG_22631",8,2,2,2,6,2,6,2,2,6
"UG_22632",16,2,2,2,4,2,4,2,2,4
"UG_22633",44,2,2,2,2,2,4,2,2,2
"UG_22634",120,2,2,2,1,2,2,1,1,2
"UG_22635",290,4,4,4,4,4,4,4,2,4
"UG_22572",288,4,4,4,4,4,4,4,4,4
"UG_22573",275,2,2,4,2,2,4,2,2,2
"UG_22574",203,2,2,4,2,2,4,2,2,2
"UG_22575",137,2,2,4,2,2,4,2,2,2
"UG_22576",120,2,2,4,2,2,4,2,2,2
"UG_22577",63,5,5,5,5,5,5,5,5,5
"UG_22578",39,5,5,5,5,5,5,5,5,5
"UG_22578",39,5,5,5,5,5,5,5,5,5
"UG_11583",213,2,2,4,4,4,4,4,2,4
"UG_11584",125,2,2,2,2,2,2,2,2,2
"UG_23840",111,2,2,2,2,2,2,2,2,2
"UG_23841",130,2,2,2,2,2,4,2,2,2
"UG_23842",209,2,2,2,2,2,4,2,2,2
"UG_23843",259,4,4,4,4,4,4,4,2,4
"UG_23844",268,2,4,4,4,4,4,4,2,4
"UG_23845",152,2,2,2,2,2,2,2,2,2
"UG_23846",67,2,2,2,2,2,2,2,2,2
"UG_23847",66,2,2,2,2,2,2,2,2,2
"UG_23848",84,2,2,2,2,2,2,2,2,2
"UG_23849",147,2,2,2,2,2,2,2,2,2
"UG_23850",159,2,2,2,2,2,2,2,2,2
"UG_23851",81,2,2,2,2,2,2,2,2,2
"UG_23851",81,2,2,2,2,2,2,2,2,2
"UG_23466",38,2,2,2,2,2,2,2,2,2
"UG_23467",54,2,2,2,2,2,2,2,2,2
"UG_23468",31,2,2,2,2,2,2,2,2,2
"UG_23469",37,2,2,2,2,2,2,2,2,2
"UG_23469",37,2,2,2,2,2,2,2,2,2
"UG_22624",57,4,4,4,4,4,4,4,2,4
"UG_22625",115,4,4,4,4,4,4,4,2,4
"UG_22626",255,4,4,4,4,4,4,4,2,4
"UG_22627",184,4,4,4,4,4,4,4,2,4
"UG_22628",143,2,2,2,1,2,2,1,1,2
"UG_22629",363,4,4,4,4,4,4,4,2,4
"UG_22630",522,2,2,2,2,2,2,2,2,2
"UG_22565",520,2,2,4,4,4,4,4,2,4
"UG_22566",444,4,4,4,4,4,4,4,4,4
"UG_22567",284,2,2,4,2,2,4,2,2,2
"UG_22568",156,2,2,4,2,2,4,2,2,2
"UG_22569",102,2,2,4,2,2,4,2,2,2
"UG_22570",119,2,2,4,2,2,4,2,2,2
"UG_22571",50,4,4,4,4,4,4,4,4,4
"UG_11576",161,2,2,4,4,4,4,4,2,4
"UG_11577",167,2,2,4,4,4,4,4,2,4
"UG_11577",167,2,2,4,4,4,4,4,2,4
"UG_23826",154,4,4,4,4,4,4,4,2,4
"UG_23827",199,4,4,4,4,4,4,4,4,4
"UG_23828",147,2,2,2,2,2,2,2,2,2
"UG_23829",132,2,2,2,2,2,2,2,2,2
"UG_23830",167,2,2,2,2,2,2,2,2,2
"UG_23831",162,2,2,2,2,2,2,2,2,2
"UG_23832",77,2,2,2,2,2,2,2,2,2
"UG_23833",62,2,2,2,2,2,2,2,2,2
"UG_23834",58,6,6,6,6,6,6,6,6,6
"UG_23835",72,2,2,2,2,2,2,2,2,2
"UG_23836",152,2,2,2,2,2,2,2,2,2
"UG_23837",75,5,5,5,5,5,5,5,5,5
"UG_23838",61,2,2,2,2,2,2,2,2,2
"UG_23839",24,2,2,2,2,2,2,2,2,2
"UG_23839",24,2,2,2,2,2,2,2,2,2
"UG_23839",24,2,2,2,2,2,2,2,2,2
"UG_22616",81,4,4,4,4,4,4,4,2,4
"UG_22617",169,4,4,4,4,4,4,4,2,4
"UG_22618",287,4,4,4,4,4,4,4,2,4
"UG_22619",371,4,4,4,4,4,4,4,2,4
"UG_22620",328,4,4,4,4,4,4,4,2,4
"UG_22621",249,4,4,4,4,4,4,4,2,4
"UG_22622",191,2,2,2,4,2,4,2,2,4
"UG_22623",353,4,4,4,4,4,4,4,2,4
"UG_22556",462,6,6,6,6,6,6,6,6,6
"UG_22557",341,4,4,4,4,4,4,4,4,4
"UG_22558",227,2,2,4,2,2,4,2,2,2
"UG_22559",125,2,2,4,2,2,4,2,2,2
"UG_22560",90,2,2,4,2,2,4,2,2,2
"UG_22561",51,4,4,4,4,4,4,4,4,4
"UG_22562",30,5,5,5,5,5,5,5,5,5
"UG_22563",100,2,2,4,2,2,4,2,2,2
"UG_22563",100,2,2,4,2,2,4,2,2,2
"UG_22563",100,2,2,4,2,2,4,2,2,2
"UG_22564",122,2,2,4,2,2,4,2,2,2
"UG_11572",154,6,6,4,4,4,4,6,2,4
"UG_23810",112,4,4,4,4,4,4,4,2,4
"UG_23811",153,2,4,4,4,4,4,4,2,4
"UG_23812",81,2,2,2,2,2,2,2,2,2
"UG_23813",171,2,2,2,2,2,2,2,2,2
"UG_23814",194,2,2,2,2,2,2,2,2,2
"UG_23815",167,2,2,2,2,2,2,2,2,2
"UG_23816",165,2,2,2,2,2,2,2,2,2
"UG_23817",109,2,2,2,2,2,2,2,2,2
"UG_23818",84,2,2,2,2,2,2,2,2,2
"UG_23819",67,2,2,2,2,2,2,2,2,2
"UG_23820",77,2,2,2,2,2,2,2,2,2
"UG_23821",75,2,2,2,2,2,2,2,2,2
"UG_23822",134,2,2,2,2,2,2,2,2,2
"UG_23823",116,2,2,2,2,2,2,2,2,2
"UG_23824",39,2,2,2,2,2,2,2,2,2
"UG_23825",20,2,2,2,2,2,2,2,2,2
"UG_23825",20,2,2,2,2,2,2,2,2,2
"UG_23825",20,2,2,2,2,2,2,2,2,2
"UG_23825",20,2,2,2,2,2,2,2,2,2
"UG_22609",145,4,4,4,4,4,4,4,2,4
"UG_22610",330,4,4,4,4,4,4,4,2,4
"UG_22611",304,6,4,4,4,4,4,4,6,4
"UG_22612",255,4,4,4,4,4,4,4,2,4
"UG_22613",290,2,4,4,4,4,4,4,2,4
"UG_22614",296,2,4,4,4,4,4,4,2,4
"UG_22615",339,2,4,4,4,4,4,4,2,4
"UG_22722",492,2,2,2,2,2,2,2,2,2
"UG_22723",441,6,6,6,6,6,6,6,6,6
"UG_22724",319,6,6,4,4,4,4,4,4,4
"UG_22725",158,2,2,2,2,2,4,2,2,2
"UG_22726",62,4,4,4,1,4,4,1,1,4
"UG_22727",57,4,4,4,1,4,4,1,1,4
"UG_22728",153,2,2,2,2,2,4,2,2,2
"UG_22729",254,2,2,2,6,2,6,6,6,2
"UG_22730",233,6,6,6,6,6,6,6,6,6
"UG_22731",158,2,2,2,6,2,4,6,2,2
"UG_22732",147,2,2,2,2,2,4,2,2,2
"UG_11567",179,6,6,6,6,6,6,6,6,6
"UG_23798",168,4,4,4,4,4,4,4,2,4
"UG_23799",85,2,2,2,2,2,2,2,2,2
"UG_23800",110,2,2,2,2,2,2,2,2,2
"UG_23801",129,2,2,2,2,2,2,2,2,2
"UG_11568",128,2,2,2,2,2,2,2,2,2
"UG_11569",98,2,2,2,2,2,2,2,2,2
"UG_23802",129,2,2,2,2,2,2,2,2,2
"UG_23803",189,2,2,2,2,2,2,2,2,2
"UG_23804",104,2,2,2,2,2,2,2,2,2
"UG_23805",103,2,2,2,2,2,2,2,2,2
"UG_23806",173,2,2,2,2,2,2,2,2,2
"UG_23807",152,2,2,2,2,2,2,2,2,2
"UG_23807",152,2,2,2,2,2,2,2,2,2
"UG_23808",24,2,2,2,2,2,2,2,2,2
"UG_23808",24,2,2,2,2,2,2,2,2,2
"UG_23809",18,2,2,2,2,2,2,2,2,2
"UG_23809",18,2,2,2,2,2,2,2,2,2
"UG_22602",96,4,4,4,4,4,4,4,2,4
"UG_22603",135,4,4,4,4,4,4,4,2,4
"UG_22604",108,2,4,4,4,4,4,4,2,4
"UG_22604",108,2,4,4,4,4,4,4,2,4
"UG_22605",80,4,4,4,4,4,4,4,2,4
"UG_22605",80,4,4,4,4,4,4,4,2,4
"UG_22606",83,4,4,4,4,4,4,4,2,4
"UG_22607",177,2,4,4,4,4,4,4,2,4
"UG_22608",378,2,4,4,4,4,4,4,2,4
"UG_22710",423,2,4,4,4,4,4,4,2,4
"UG_22711",392,2,4,4,4,4,4,4,2,4
"UG_22712",319,4,4,4,4,4,4,4,2,4
"UG_22713",179,2,2,2,1,2,2,1,1,2
"UG_22714",66,2,2,2,2,2,2,2,2,2
"UG_22715",46,2,2,2,1,2,2,1,1,2
"UG_22716",137,2,2,2,2,2,4,2,2,2
"UG_22717",142,2,2,2,1,2,2,1,1,2
"UG_22718",94,2,2,2,1,2,2,1,1,2
"UG_22719",95,2,2,2,1,2,2,1,1,2
"UG_22720",97,2,2,2,2,2,2,2,2,2
"UG_22721",63,2,2,2,5,2,2,2,2,2
"UG_11547",104,2,2,2,2,2,4,2,2,2
"UG_11548",94,2,2,2,2,2,2,2,2,2
"UG_11549",93,2,2,2,2,2,2,2,2,2
"UG_11549",93,2,2,2,2,2,2,2,2,2
"UG_11549",93,2,2,2,2,2,2,2,2,2
"UG_11552",141,2,2,2,2,2,2,2,2,2
"UG_23794",117,2,2,2,2,2,2,2,2,2
"UG_23795",107,2,2,2,2,2,2,2,2,2
"UG_11553",163,2,2,2,2,2,2,2,2,2
"UG_23796",200,2,2,4,4,4,4,4,2,4
"UG_23797",166,2,2,2,2,2,2,2,2,2
"UG_22668",86,2,2,4,4,2,4,2,2,4
"UG_22668",86,2,2,4,4,2,4,2,2,4
"UG_22669",212,4,4,4,4,4,4,4,2,4
"UG_22698",266,4,4,4,4,4,4,4,2,4
"UG_22699",322,2,4,4,4,4,4,4,2,4
"UG_22700",320,2,4,4,4,4,4,4,2,4
"UG_22701",352,6,6,4,4,4,4,4,2,4
"UG_22702",231,2,2,2,4,2,4,2,2,4
"UG_22703",96,2,2,2,2,2,4,2,2,2
"UG_22704",37,2,2,2,1,2,2,1,1,2
"UG_22705",30,2,2,2,1,2,2,1,1,2
"UG_22706",54,2,2,2,2,2,2,2,2,2
"UG_22707",67,2,2,2,2,2,4,2,2,2
"UG_22708",109,2,2,2,2,2,2,2,2,2
"UG_22709",121,2,2,2,5,2,2,2,2,2
"UG_22690",74,2,2,2,5,2,2,2,2,2
"UG_22691",36,2,2,2,5,2,2,5,2,2
"UG_22663",7,2,2,2,2,2,2,2,2,2
"UG_22663",7,2,2,2,2,2,2,2,2,2
"UG_22664",93,2,2,4,4,2,4,2,2,4
"UG_22665",229,4,4,4,4,4,4,4,2,4
"UG_22666",172,4,4,4,4,4,4,4,2,4
"UG_22667",194,2,2,4,4,2,4,2,2,4
"UG_22694",221,2,2,2,4,2,4,2,2,4
"UG_22749",205,2,2,2,4,2,4,2,2,4
"UG_22750",163,2,2,2,1,2,2,1,1,2
"UG_22695",120,2,2,2,2,2,4,2,2,2
"UG_22751",64,4,4,4,1,4,4,1,1,4
"UG_22696",27,2,2,2,1,2,2,1,1,2
"UG_22697",17,2,2,2,1,2,2,1,1,2
"UG_22685",40,2,2,2,1,2,2,1,1,2
"UG_22686",78,2,2,2,5,2,2,5,2,2
"UG_22687",76,2,2,2,5,2,2,5,2,2
"UG_22688",13,2,2,2,5,2,2,1,1,2
"UG_22689",3,4,4,4,1,2,4,1,1,4
"UG_22658",6,2,2,2,2,2,2,2,2,2
"UG_22658",6,2,2,2,2,2,2,2,2,2
"UG_22659",32,2,2,2,2,2,2,2,2,2
"UG_22660",108,2,2,4,4,2,4,2,2,4
"UG_22661",188,2,2,4,4,2,4,2,2,4
"UG_22662",256,2,2,2,2,2,4,2,2,4
"UG_22744",309,6,6,4,4,4,4,4,2,4
"UG_22745",238,2,2,2,4,2,4,2,2,4
"UG_22746",136,5,5,5,5,5,5,5,5,5
"UG_22747",86,5,5,5,5,5,5,5,5,5
"UG_22748",58,4,4,4,4,4,4,4,4,4
"UG_22692",33,2,2,2,1,2,2,1,1,2
"UG_22693",11,2,2,2,1,2,2,1,1,2
"UG_22679",9,2,2,2,1,2,2,1,1,2
"UG_22680",13,2,2,2,2,2,2,2,2,2
"UG_22680",13,2,2,2,2,2,2,2,2,2
"UG_22680",13,2,2,2,2,2,2,2,2,2
"UG_22681",56,2,2,2,6,2,2,6,2,2
"UG_22681",56,2,2,2,6,2,2,6,2,2
"UG_22682",16,2,2,2,5,2,2,5,5,2
"UG_22682",16,2,2,2,5,2,2,5,5,2
"UG_22683",1,2,2,2,5,2,2,1,1,2
"UG_22683",1,2,2,2,5,2,2,1,1,2
"UG_22684",1,4,4,4,2,2,4,1,1,4
"UG_22673",4,2,2,2,1,2,2,1,1,2
"UG_22656",29,2,2,2,2,2,2,2,2,2
"UG_22657",66,2,2,2,2,2,2,2,2,2
"UG_22652",121,2,2,4,4,2,4,2,2,4
"UG_22653",146,2,2,5,5,2,4,2,2,5
"UG_22654",137,5,5,5,5,5,5,5,5,5
"UG_22655",241,2,2,5,5,2,4,2,2,4
"UG_22742",347,4,4,4,4,4,4,4,6,4
"UG_22743",232,2,2,2,4,2,4,2,1,4
"UG_22737",131,2,2,2,2,2,2,2,2,2
"UG_22738",74,2,2,2,2,2,2,2,2,2
"UG_22739",58,2,2,2,1,2,2,1,1,2
"UG_22740",20,2,2,2,2,2,2,2,2,2
"UG_22741",6,2,2,2,1,2,2,1,1,2
"UG_22674",4,2,2,2,2,2,2,2,2,2
"UG_22675",13,2,2,2,5,2,2,5,5,2
"UG_22676",49,2,2,2,1,2,2,1,1,2
"UG_22677",37,4,4,4,1,2,4,1,1,4
"UG_22678",7,6,6,6,6,2,6,6,6,6
"UG_22678",7,6,6,6,6,2,6,6,6,6
"UG_23288",54,2,2,2,2,2,2,2,2,2
"UG_22670",24,5,5,5,5,5,5,5,5,5
"UG_22670",24,5,5,5,5,5,5,5,5,5
"UG_22671",17,5,5,5,5,5,5,5,5,5
"UG_22671",17,5,5,5,5,5,5,5,5,5
"UG_22672",30,2,2,2,2,2,2,2,2,2
"UG_22672",30,2,2,2,2,2,2,2,2,2
"UG_22648",34,2,2,2,2,2,2,2,2,2
"UG_22649",38,2,2,2,2,2,2,2,2,2
"UG_22650",63,5,5,5,5,5,5,5,5,5
"UG_22651",139,2,2,2,5,2,2,5,5,2
"UG_22774",366,4,4,4,4,4,4,4,2,4
"UG_22775",364,6,6,4,4,4,4,4,6,4
"UG_22733",232,2,2,2,4,2,4,2,1,4
"UG_22734",91,5,5,5,5,5,5,5,5,5
"UG_22735",75,2,2,2,2,2,2,2,2,2
"UG_22736",45,2,2,2,1,2,2,1,1,2
"UG_22776",36,2,2,2,5,2,2,5,5,2
"UG_22823",24,2,2,2,1,2,2,1,1,2
"UG_22824",47,2,2,2,1,2,4,1,1,2
"UG_22825",46,2,2,2,5,2,4,5,5,2
"UG_22826",84,2,1,2,1,1,4,1,1,2
"UG_22827",64,4,4,4,1,4,4,1,1,4
"UG_22828",21,2,2,2,1,2,2,1,1,2
"UG_22829",4,2,2,2,6,2,2,6,6,2
"UG_22829",4,2,2,2,6,2,2,6,6,2
"UG_23280",9,2,2,2,2,2,2,2,2,2
"UG_23281",36,2,2,2,2,2,2,2,2,2
"UG_23282",50,2,2,2,2,2,2,2,2,2
"UG_23282",50,2,2,2,2,2,2,2,2,2
"UG_23283",133,2,2,2,2,2,2,2,2,2
"UG_23283",133,2,2,2,2,2,2,2,2,2
"UG_23284",292,4,4,4,4,4,4,4,2,4
"UG_23284",292,4,4,4,4,4,4,4,2,4
"UG_23285",147,2,2,2,2,2,2,2,2,2
"UG_23286",141,2,2,2,2,2,2,2,2,2
"UG_23287",103,2,2,2,2,2,2,2,2,2
"UG_23324",160,2,2,2,2,2,2,2,2,2
"UG_23325",48,2,2,2,2,2,2,2,2,2
"UG_22642",9,2,2,2,2,2,2,2,2,2
"UG_22642",9,2,2,2,2,2,2,2,2,2
"UG_22643",49,2,2,2,2,2,2,2,2,2
"UG_22643",49,2,2,2,2,2,2,2,2,2
"UG_22644",37,2,2,2,2,2,2,2,2,2
"UG_22645",35,2,2,2,2,2,2,2,2,2
"UG_22646",95,2,2,2,2,2,2,2,2,2
"UG_22647",274,2,2,4,4,4,4,2,2,4
"UG_22766",353,4,4,4,4,4,4,4,2,4
"UG_22767",278,2,2,2,4,2,4,2,1,4
"UG_22768",226,2,2,2,1,2,2,1,1,2
"UG_22769",123,2,2,2,2,2,2,2,2,2
"UG_22770",106,2,2,2,2,2,2,2,2,2
"UG_22771",64,2,2,2,1,2,2,1,1,2
